Question Link, Question,Answer Count,Upvotes,Count
'/questions/70952871/how-to-add-a-field-to-the-order-table-i-created-this-code-but-it-doesnt-work',How to add a field to the order table  I created this code, but it doesn't work,0,0,1
'/questions/70952869/how-do-i-run-a-background-worker-on-an-infinite-loop',How do I run a background worker on an infinite loop,0,0,1
'/questions/70952868/numpy-delete-submatrix',Numpy delete submatrix,2,2,1
'/questions/70952867/align-columns-in-a-row-on-text-end-using-bootstrap',align columns in a row on text end using bootstrap,1,2,1
'/questions/70952866/script-compiled-with-pyinstaller-is-missing-a-dll-file-when-the-file-is-manual',Script compiled with pyinstaller is missing a .dll file  when the file is manually copied in the program's folder it just dies,0,1,1
'/questions/70952865/what-is-the-cleanest-to-completely-exit-a-locust-process-if-test-prerequisites-f',What is the cleanest to completely exit a locust process if test prerequisites fail?,0,0,1
'/questions/70952864/packets-tranfering-with-sockets-get-messy-with-each-other',packets tranfering with sockets get messy with each other,0,0,1
'/questions/70952861/select-a-random-values-from-a-list-and-fill-the-column-of-df-pandas',Select a random values from a list and fill the column of df - pandas [duplicate],2,-2,1
'/questions/70952859/change-the-value-in-jsonresponse-for-particular-user',change the value in jsonresponse for particular user,0,0,1
'/questions/70952853/how-to-get-culture-information-from-current-keyboard-layout-in-windows',How to get culture information from current keyboard layout in windows?,1,1,1
'/questions/70952852/trigger-is-not-updating-the-rows',Trigger is not updating the rows,1,0,1
'/questions/70952850/how-to-insert-list-of-new-column-names-to-a-dataframe',How to insert list of new column names to a dataframe?,0,0,1
'/questions/70952849/how-to-increase-the-accuracy-of-an-object-tracker',How to increase the accuracy of an object tracker,0,0,1
'/questions/70952847/can-i-await-task-completedtask-from-async-authorization-handler',Can I await Task.CompletedTask from async authorization handler,0,0,1
'/questions/70952846/how-to-split-the-dataframe-having-images-path-as-input-and-label-as-output-for-t',How to split the dataframe having images path as input and label as output for Training the CNN model,0,0,1
'/questions/70952845/make-each-textarea-unique-to-its-own-button',Make each textarea unique to its own button,1,0,1
'/questions/70952844/kubernetes-python-client-update-deployment-spec-with-affinity',Kubernetes Python Client : update deployment spec with affinity,0,0,1
'/questions/70952843/heroku-postgres-performance',Heroku Postgres Performance,0,0,1
'/questions/70952842/how-would-you-make-a-variable-that-can-be-used-on-remote-devices-batch-file',How would you make a variable that can be used on remote devices? [Batch-file],0,-1,1
'/questions/70952539/setting-contact-person-to-empty-for-servicecall-in-sap-with-di',Setting contact person to empty for ServiceCall in SAP with DI,0,1,1
'/questions/70952536/snowflake-variable-timestamp',Snowflake Variable & Timestamp,1,0,1
'/questions/70952532/tracking-logged-in-active-users-with-google-authentication-in-blazor',Tracking Logged In/Active users with Google Authentication in Blazor,0,1,1
'/questions/70952531/changing-color-on-layer-react-mapbox-gl',Changing color on layer React-Mapbox-gl,0,2,1
'/questions/70952529/cleaner-way-to-get-form-parameters-in-asp-net-core-mvc-web-app',Cleaner way to get form parameters in ASP.NET Core MVC Web App? [closed],1,-1,1
'/questions/70952528/error-with-storybook-when-using-native-base',Error with storybook when using native base,0,0,1
'/questions/70952525/store-user-credentials-in-a-local-file-in-c-sharp',Store user credentials in a local file in c#,1,1,1
'/questions/70952523/to-check-website-availability-with-php-using-curl-always-return-false',To Check Website Availability with PHP using cURL always return false,0,0,1
'/questions/70952522/i-need-to-give-an-index-of-one-array-element-to-another-array-element',I need to give an index of one array element to another array element,0,-1,1
'/questions/70952521/how-to-fill-missing-date-and-time-in-data-frame-using-pandas',How to fill missing date and time in data-frame using pandas?,1,-3,1
'/questions/70952520/postgresql-return-filtered-rows-along-with-total-number-of-rows-matching-a-cond',PostgreSQL: Return filtered rows along with total number of rows matching a condition,0,0,1
'/questions/70952516/xsd-create-schema-with-unordered-elements-that-also-contains-list',XSD  create schema with unordered elements that also contains list,0,0,1
'/questions/70952514/woocommerce-booking-how-to-display-the-end-time-in-appointment',WooCommerce Booking  How to display the end time in appointment?,0,0,1
'/questions/70952512/pandas-how-to-parse-percent-values-as-string-excel',Pandas How To Parse Percent Values as String (Excel),0,-2,1
'/questions/70952510/date-formatter-unexpected-output',Date Formatter unexpected output,1,0,1
'/questions/70952509/fetch-url-to-render-in-next-js-component-jsx-and-avoid-nan',fetch URL to render in next.js component jsx and avoid NaN,0,0,1
'/questions/70952508/how-to-combine-the-sg-page-of-next-js-with-firebase-hosting-and-csr-routing-for',How to combine the SG page of next.js with firebase hosting and CSR routing for some pages,0,0,1
'/questions/70952507/onevent-name-vs-addeventlistener',.on[event name] vs addEventListener,2,0,1
'/questions/70952503/ci4-sum-and-join-confusion',CI4 SUM and JOIN confusion,0,0,1
'/questions/70952502/how-to-set-read-preference-for-gridfs-in-java',How to set read preference for gridFs in Java?,0,1,1
'/questions/70952500/multiply-a-column-with-a-row',Multiply a column with a row,1,-1,1
'/questions/70952498/direct2d-error-no-hardware-device-when-injecting-dll-into-another-process',Direct2D Error NO_HARDWARE_DEVICE When Injecting Dll Into Another Process,0,0,1
'/questions/70952497/update-django-2-14-to-3-x-any-reasons',Update Django 2.14 to 3.x Any reasons?,0,-3,1
'/questions/70952495/flutter-sending-and-receiving-email',Flutter  sending and receiving email,0,0,1
'/questions/70952494/exclude-a-some-category-from-the-category-list-widget-if-you-not-admin',Exclude a Some Category from the Category List Widget if you not admin,0,0,1
'/questions/70952492/setinterval-and-settimeout-do-nothing-on-heroku',setInterval() and setTimeout() do nothing on heroku,0,0,1
'/questions/70952491/how-to-add-google-analytics-tracking-id-in-svelte',How to add Google Analytics tracking ID in svelte,0,0,1
'/questions/70952490/perform-operation-after-each-delay-is-complete-in-rxjava',perform operation after each delay is complete in RxJava,0,0,1
'/questions/70952488/output-was-lost-in-linux-terminal-how-do-i-restore',Output was lost in linux terminal. How do I restore?,1,-1,1
'/questions/70952487/error-deploying-application-to-aws-elastic-beanstalk-with-docker-compose-and-git',Error deploying application to AWS Elastic Beanstalk with docker-compose and GitHub Actions,0,0,1
'/questions/70952485/conversion-error-when-binding-to-listbox-selected-item-mvvc',Conversion Error when binding to Listbox - selected Item - MVVC,1,0,1
'/questions/70952484/problem-on-datetime-while-plotting-timeseries-with-different-files',Problem on datetime while plotting TimeSeries with different files,0,0,1
'/questions/70952482/or-operator-in-mat-select-disabled',Or Operator in Mat Select [disabled],0,0,1
'/questions/70952481/android-navigation-component-popup-to-home-screen-when-open-the-app-by-deeplink',Android navigation component popup to home screen when open the app by deeplink,0,0,1
'/questions/70952473/unicodedecodeerror-utf-8-can-t-decode-byte-0x90-in-position-4024984-invalid',UnicodeDecodeError: ‘utf-8’ can’t decode byte 0x90 in position 4024984: invalid start byte,1,1,1
'/questions/70952472/aws-lex-menu-based-chat-bot',AWS LEX menu based chat bot,0,0,1
'/questions/70952471/how-can-i-separate-button-operation-in-javascript-and-django',How can I separate button operation in javascript and Django?,0,0,1
'/questions/70952470/if-the-mysql-result-value-is-an-array-and-generic-t-is-not-an-array-can-it-be-r',If the mysql result value is an array and generic T is not an array  can it be removed in typescript?,0,0,1
'/questions/70952468/fork-join-did-i-get-this-right',Fork/Join - Did I get this right?,0,1,1
'/questions/70952465/error-converting-yaml-to-json-line-did-not-find-expected-indicator',error converting YAML to JSON Line did not find expected '-' indicator,2,0,1
'/questions/70952464/facing-several-errors-using-npm',Facing several errors using npm,0,0,1
'/questions/70952463/how-to-get-sidebar-in-side-of-content',how to get sidebar in side of content,0,0,1
'/questions/70952461/time-series-forecasting-with-lstm-rnn',Time series forecasting with LSTM RNN,0,0,1
'/questions/70952455/create-a-column-with-daily-count-in-impala',Create a column with daily count in impala,0,0,1
'/questions/70952453/best-language-for-android-and-raspberry-pi',Best language for Android and Raspberry Pi,1,0,1
'/questions/70952452/item-in-playlistitem-list-includes-double-videoid',Item[] in playlistitem.list includes double videoid,0,0,1
'/questions/70952451/is-it-possible-to-open-links-in-a-python-3-10-terminal',Is it possible to open links in a Python (3.10) terminal?,1,-2,1
'/questions/70952450/override-tsql-query-to-another',Override TSQL query to another,0,0,1
'/questions/70952449/changing-coordinate-values-in-pdb-files-with-python',changing coordinate values in pdb files with python,0,0,1
'/questions/70952444/parallel-upload-of-files-from-a-directory-in-google-cloud-storage',Parallel upload of files from a directory in Google Cloud Storage,0,0,1
'/questions/70952442/error-in-maven-installing-spring-boot-project',Error in maven installing spring boot project,0,0,1
'/questions/70952438/getstaticprops-returnuning-empty-props-in-next-js',getStaticProps returnuning empty props in next js,1,0,1
'/questions/70952437/plot-data-value-on-timeline-axis-in-bar-chart-using-mpandroidchart',Plot data value on Timeline axis in Bar chart using MPAndroidChart,0,1,1
'/questions/70952436/match-comma-separated-column-values',Match comma separated column values,2,-1,1
'/questions/70952434/chrome-webrequest-onbeforesendheaders-addlistener-manifest-version3',chrome.webRequest.onBeforeSendHeaders.addListener() manifest_version:3,0,0,1
'/questions/70952433/grouping-json-elements-using-jolt-transform',Grouping JSON elements using Jolt transform,0,0,1
'/questions/70952431/vuetify-js-how-to-cancel-v-stepper-step-header-click-when-active-form-is-invali',Vuetify.js: how to cancel v-stepper-step header click when active form is invalid,0,0,1
'/questions/70952427/adding-jar-dependency-to-spring-boot-project-container',Adding jar dependency to Spring Boot project container,0,0,1
'/questions/70952426/restclient-is-not-waiting-for-api-response-or-sometimes-it-is-giving-the-respons',RestClient is not waiting for api response or sometimes it is giving the response and sometimes it doesn't,1,0,1
'/questions/70952424/flutter-onresume-for-fcm-keep-showing-after-onlaunch-already-show-the-pop-up',Flutter onResume for FCM keep showing after onLaunch already show the pop up,0,0,1
'/questions/70952423/hey-i-have-created-a-program-in-gui-tkinter-in-python-and-couldnt-upload-image',hey  i have created a program in gui tkinter in python and couldnt upload image as label/icon eventhough they are under same project,1,0,1
'/questions/70952420/how-to-parse-generic-key-with-kotlin-serialization-from-json',How to parse generic key with kotlin serialization from JSON,2,0,1
'/questions/70952419/avoiding-iterating-through-a-dataframe-to-get-a-total-column-using-a-second-dat',Avoiding iterating through a dataframe to get a total column  using a second dataframe as data,1,0,1
'/questions/70952418/dynamic-comparison-with-surrounding-cells-in-python',Dynamic comparison with surrounding cells in Python,0,0,1
'/questions/70952415/slowness-after-migrating-to-grails-5-1-1-time-spent-on-grailscontrollerurlmapp',Slowness after migrating to Grails 5.1.1 - time spent on GrailsControllerUrlMappingInfo,0,0,1
